Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,TITLE,JOURNAL,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,ABSTRACT,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Paaijmans, KP; Blanford, S; Bell, AS; Blanford, JI; Read, AF; Thomas, MB",,,,"Paaijmans, Krijn P.; Blanford, Simon; Bell, Andrew S.; Blanford, Justine I.; Read, Andrew F.; Thomas, Matthew B.",,,Influence of climate on malaria transmission depends on daily temperature variation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Malaria transmission is strongly influenced by environmental temperature, but the biological drivers remain poorly quantified. Most studies analyzing malaria-temperature relations, including those investigating malaria risk and the possible impacts of climate change, are based solely on mean temperatures and extrapolate from functions determined under unrealistic laboratory conditions. Here, we present empirical evidence to show that, in addition to mean temperatures, daily fluctuations in temperature affect parasite infection, the rate of parasite development, and the essential elements of mosquito biology that combine to determine malaria transmission intensity. In general, we find that, compared with rates at equivalent constant mean temperatures, temperature fluctuation around low mean temperatures acts to speed up rate processes, whereas fluctuation around high mean temperatures acts to slow processes down. At the extremes (conditions representative of the fringes of malaria transmission, where range expansions or contractions will occur), fluctuation makes transmission possible at lower mean temperatures than currently predicted and can potentially block transmission at higher mean temperatures. If we are to optimize control efforts and develop appropriate adaptation or mitigation strategies for future climates, we need to incorporate into predictive models the effects of daily temperature variation and how that variation is altered by climate change.",,,,,"Paaijmans, Krijn/ABC-9928-2020","Blanford, Justine/0000-0003-0844-9390",,,,,,,,,,,,,0027-8424,,,,,AUG 24,2010,107,34,,,,,15135,15139,,10.1073/pnas.1006422107,http://dx.doi.org/10.1073/pnas.1006422107,,,,,,,,20696913,,,,,WOS:000281311500037,View Full Record in Web of Science
J,"Wallace, RD; Grey, TL; Webster, TM; Vencill, WK",,,,"Wallace, Rebekah D.; Grey, Timothy L.; Webster, Theodore M.; Vencill, William K.",,,Increased Purple Nutsedge (Cyperus rotundus) Tuber Sprouting with Diurnally Fluctuating Temperatures,WEED SCIENCE,,,,,,,,,,,,"Purple nutsedge is among the most troublesome weeds of vegetables in the Southeast US and a substantial impediment in the search for methyl bromide alternatives. Greater understanding of the environmental cues that regulate tuber sprouting may assist in improved nutsedge management. Experiments were conducted to evaluate the effect of diurnal temperature variation on sprouting of purple nutsedge tubers. Two temperature regimes were evaluated: the first averaged 28 C, with daily fluctuations ranging from 0 to 19.5 C; the second temperature regime averaged 16 C, with daily fluctuations ranging from 0 to 18.5 C. When average temperature was 28 C, cumulative tuber sprouting ranged from 88 to 92%, with no detectable differences among diurnal fluctuations. The high average temperature in the first study may have negated any type of enforced sprouting suppression. However, when average temperature was lowered to 16 C (simulating early spring diurnal fluctuations under polyethylene mulch), there was a positive linear correlation between maximum tuber sprouting and temperature variation. With an average temperature of 16 C, the absence of temperature variation resulted in 52% purple nutsedge sprouting, while 87% sprouting occurred when daily temperature varied 18.5 C at the same average temperature. The use of various types of mulching material can affect average soil temperatures and diurnal variations, potentially shifting nutsedge emergence. Further studies are needed to determine if these data on tuber sprouting in response to alternating temperatures can facilitate more efficient weed management.",,,,,"VENCILL, WILLIAM/K-7748-2015; Webster, Theodore/A-4468-2009","VENCILL, WILLIAM/0000-0001-7233-4534; Webster, Theodore/0000-0002-8259-2059; Wallace, Rebekah/0000-0001-7293-6818",,,,,,,,,,,,,0043-1745,1550-2759,,,,JAN-MAR,2013,61,1,,,,,126,130,,10.1614/WS-D-12-00055.1,http://dx.doi.org/10.1614/WS-D-12-00055.1,,,,,,,,,,,,,WOS:000313756700017,View Full Record in Web of Science
J,"Uvarov, AV; Kolosova, N; Kulinich, O",,,,"Uvarov, Alexei V.; Kolosova, Natalia; Kulinich, Oleg",,,COMBINED EFFECTS OF EARTHWORMS AND DIURNAL TEMPERATURE FLUCTUATIONS ON SUCCESSIONAL CHANGES OF LITTER NEMATODE COMMUNITY,POLISH JOURNAL OF ECOLOGY,,,,,,,,,,,,"Earthworm functioning and temperature regime are among the most important biotic and abiotic factors of soil environment; their combined action on soil nematode activities has not been studied. In a 4-month laboratory experiment, effects of the epigeic earthworm Dendrobaena octaedra on a succession of nematode community in litter of a mid-European birch/oak forest were tested in the gradient of an increase of diurnal temperature fluctuations from 0 degrees C (constant 15 degrees C; T(15)) to 10 degrees C (daily range between 10 degrees and 20 degrees C; T(10-20)) and 20 degrees C (daily range between 5 degrees and 25 degrees C; T(5-25)). Earthworm and temperature effects were measured as differences in nematode community respiration rates between the experimental treatments. Nematode respiration rates were calculated on the basis of body size/weight/O(2) consumption relationships for individual species. Nematode community was dominated by bacterial feeders and changed in a characteristic successional pattern which, however, was markedly modified by temperature regime and earthworm activities. Dominant nematode taxa revealed specific patterns of temporal dynamics in connection with their responses to temperature and earthworm presence. Thus, metabolic activity of Plectus acuminatus was strongly reduced by D. octaedra but did not react to variation of temperature regime. In contrast, activity of Panagrolaimus sp. significantly responded to temperature but not to earthworm presence, whereas Pl. thornei reacted to both factors separately and in combination. Ceratoplectus armatus was stronger affected by earthworm presence then by temperature; Tylocephalus auriculatus showed the opposite pattern. The variety of responses may explain the coexistence of several taxonomically related (Plectidae) and trophically similar species within the dominant group. Both earthworm presence and increase of the range of diurnal temperature fluctuations strongly affected the net of interspecific correlations within the nematode community. Earthworms strongly reduced total activities of nematode community at any temperature regime. T(15) regime showed markedly lower level of cumulative nematode respiration than both fluctuating regimes, irrespective of earthworm presence. In conclusion, combined effects of earthworms and temperature regime drastically changed patterns of relationships within the nematode litter community. The results of the experiments may have implications for the perspectives of global warming events at the study site: it is suggested that the ultimate vector of the changes in litter environment might be directed towards the conditions of the treatment [T(15) regime; earthworms present], with the corresponding trends in the development of the litter nematode community.",,,,,"Uvarov, Alexei/AAE-5342-2022; Kolosova, Nataliya G/AAR-7409-2020","Kolosova, Nataliya G/0000-0003-2398-8544",,,,,,,,,,,,,1505-2249,,,,,,2009,57,4,,,,,685,696,,,,,,,,,,,,,,,,WOS:000273093000007,View Full Record in Web of Science
J,"Yuan, GH; Zhang, L; Liang, JN; Cao, XJ; Guo, Q; Yang, ZH",,,,"Yuan, Guanghui; Zhang, Lei; Liang, Jiening; Cao, Xianjie; Guo, Qi; Yang, Zhaohong",,,Impacts of Initial Soil Moisture and Vegetation on the Diurnal Temperature Range in Arid and Semiarid Regions in China,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,,,,,,,,,,,,"To assess the impacts of initial soil moisture (SMOIS) and the vegetation fraction (Fg) on the diurnal temperature range (DTR) in arid and semiarid regions in China, three simulations using the weather research and forecasting (WRF) model are conducted by modifying the SMOIS, surface emissivity and Fg. SMOIS affects the daily maximum temperature (Tmax) and daily minimum temperature (Tmin) by altering the distribution of available energy between sensible and latent heat fluxes during the day and by altering the surface emissivity at night. Reduced soil wetness can increase both the Tmax and Tmin, but the effect on the DTR is determined by the relative strength of the effects on Tmax and Tmin. Observational data from the Semi-Arid Climate and Environment Observatory of Lanzhou University (SACOL) and the Shapotou Desert Research and Experimental Station (SPD) suggest that the magnitude of the SMOIS effect on the distribution of available energy during the day is larger than that on surface emissivity at night. In other words, SMOIS has a negative effect on the DTR. Changes in Fg modify the surface radiation and the energy budget. Due to the depth of the daytime convective boundary layer, the temperature in daytime is affected less than in nighttime by the radiation and energy budget. Increases in surface emissivity and decreases in soil heating resulting from increased Fg mainly decrease Tmin, thereby increasing the DTR. The effects of SMOIS and Fg on both Tmax and Tmin are the same, but the effects on DTR are the opposite.",,,,,"Cao, Xianjie/G-5720-2015; Liang, Jiening/N-9027-2018","Zhang, Lei/0000-0002-4342-4159",,,,,,,,,,,,,2169-897X,2169-8996,,,,NOV 16,2017,122,21,,,,,11568,11583,,10.1002/2017JD026790,http://dx.doi.org/10.1002/2017JD026790,,,,,,,,,,,,,WOS:000417195500001,View Full Record in Web of Science
J,"Du, GH; Wu, LY; Deng, G; Yang, Y; Liu, FH; Rowland, G",,,,"Du, Guanghui; Wu, Liyan; Deng, Gang; Yang, Yang; Liu, Feihu; Rowland, Gordon",,,Influence of Diurnal Temperature Range on the Development of Fiber Cells in Flax (Linum usitatissimum),INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,,,,,,,,,,,,"Three flax (Linum usitatissimum L.) cultivars ('Ariane', `'Argos' and 'Viking') were used to study the effect of diurnal temperature range (DIF) applied throughout the whole growth stage on the development of fiber cells. Diurnal temperature ranges were set at 5 degrees C, 10 degrees C and 15 degrees C with the same daily mean temperature and accumulated growing degree days (GDDa). All measured traits showed obvious DIF and varietal differences except the length of fiber bundle (LFB) and the inter-fiber bundle distance (IFBD). Significant interactions of DIF and cultivar were observed to affect the width of fiber bundle (WFB), the size of fiber cell (SFC), the size of fiber cell cavity (SFCC) and the thickness of fiber cell wall (TFCW). Compared with other DIFs, the number of fiber cells per bundle (NFCB) and WFB increased, but IFBD decreased under DIF 5. However, WFB, TFCW and NFCB all decreased under DIF 10. Under DIF 15 condition, both SFC and SFCC increased. For 'Ariane', IFBD was short under DIF 5, but SFC and SFCC were both large under DIF 10. For ` Argos', IFBD was also short under DIF 5. Under DIF 10, WFB, SFC and TFCW were all small, but IFBD was long. For ` Viking', TFCW was small under DIF 10 but large under DIF 15. All these results suggested a definite influence of DIF on the development of fiber cells in flax, and DIF set at 5 degrees C benefited the number of fiber cells in a bundle but DIF 15 was optimal for the size of fiber cells. (C) 2017 Friends Science Publishers",,,,,,,,,,,,,,,,,,,1560-8530,1814-9596,,,,,2017,19,3,,,,,595,600,,10.17957/IJAB/15.0345,http://dx.doi.org/10.17957/IJAB/15.0345,,,,,,,,,,,,,WOS:000402140700033,View Full Record in Web of Science
J,"Briga, M; Verhulst, S",,,,"Briga, Michael; Verhulst, Simon",,,Large diurnal temperature range increases bird sensitivity to climate change,SCIENTIFIC REPORTS,,,,,,,,,,,,"Climate variability is changing on multiple temporal scales, and little is known of the consequences of increases in short-term variability, particularly in endotherms. Using mortality data with high temporal resolution of zebra finches living in large outdoor aviaries (5 years, 359.220 bird-days), we show that mortality rate increases almost two-fold per 1 degrees C increase in diurnal temperature range (DTR). Interestingly, the DTR effect differed between two groups with low versus high experimentally manipulated foraging costs, reflecting a typical laboratory 'easy' foraging environment and a 'hard' semi-natural environment respectively. DTR increased mortality on days with low minimum temperature in the easy foraging environment, but on days with high minimum temperature in the semi-natural environment. Thus, in a natural environment DTR effects will become increasingly important in a warming world, something not detectable in an 'easy' laboratory environment. These effects were particularly apparent at young ages. Critical time window analyses showed that the effect of DTR on mortality is delayed up to three months, while effects of minimum temperature occurred within a week. These results show that daily temperature variability can substantially impact the population viability of endothermic species.",,,,,"Verhulst, Simon/S-3404-2019; Verhulst, Simon/B-1613-2009","Verhulst, Simon/0000-0002-1143-6868; Verhulst, Simon/0000-0002-1143-6868; Briga, Michael/0000-0003-3160-0407",,,,,,,,,,,,,2045-2322,,,,,NOV 13,2015,5,,,,,,,,16600,10.1038/srep16600,http://dx.doi.org/10.1038/srep16600,,,,,,,,26563993,,,,,WOS:000364653900001,View Full Record in Web of Science
J,"Lewis, SC; Karoly, DJ",,,,"Lewis, Sophie C.; Karoly, David J.",,,Evaluation of Historical Diurnal Temperature Range Trends in CMIP5 Models,JOURNAL OF CLIMATE,,,,,,,,,,,,"Diurnal temperature range (DTR) is a useful index of climatic change in addition to mean temperature changes. Observational records indicate that DTR has decreased over the last 50 yr because of differential changes in minimum and maximum temperatures. However, modeled changes in DTR in previous climate model simulations of this period are smaller than those observed, primarily because of an overestimate of changes in maximum temperatures. This present study examines DTR trends using the latest generation of global climate models participating in phase 5 of the Coupled Model Intercomparison Project (CMIP5) and utilizes the novel CMIP5 detection and attribution experimental design of variously forced historical simulations (natural-only, greenhouse gas-only, and all anthropogenic and natural forcings). Comparison of observed and modeled changes in DTR over the period of 1951-2005 again reveals that global DTR trends are lower in model simulations than observed across the 27-member multimodel ensemble analyzed here. Modeled DTR trends are similar for both experiments incorporating all forcings and for the historical experiment with greenhouse gases only, while no DTR trend is discernible in the naturally forced historical experiment. The persistent underestimate of DTR changes in this latest multimodel evaluation appears to be related to ubiquitous model deficiencies in cloud cover and land surface processes that impact the accurate simulation of regional minimum or maximum temperatures changes observed during this period. Different model processes are likely responsible for subdued simulated DTR trends over the various analyzed regions.",,,,,"Lewis, Sophie/H-4968-2011; Karoly, David J/C-8262-2011","Lewis, Sophie/0000-0001-6416-0634; Karoly, David J/0000-0002-8671-2994",,,,,,,,,,,,,0894-8755,1520-0442,,,,NOV,2013,26,22,,,,,9077,9089,,10.1175/JCLI-D-13-00032.1,http://dx.doi.org/10.1175/JCLI-D-13-00032.1,,,,,,,,,,,,,WOS:000326216500022,View Full Record in Web of Science
J,"Ait-Mesbah, S; Dufresne, JL; Cheruy, F; Hourdin, F",,,,"Ait-Mesbah, S.; Dufresne, J. L.; Cheruy, F.; Hourdin, F.",,,The role of thermal inertia in the representation of mean and diurnal range of surface temperature in semiarid and arid regions,GEOPHYSICAL RESEARCH LETTERS,,,,,,,,,,,,"In this article we show the possible role of thermal inertia in the large spread of the simulated surface temperature over arid and semiarid regions among climate models. The surface-atmosphere interactions are investigated based on single-column simulations of the DIurnal land-atmosphere Coupling Experiment and on global simulations. Low values of the surface thermal inertia increase the diurnal temperature range (DTR) and the daytime turbulent heat fluxes. The diurnal response of surface temperature to the thermal inertia is asymmetric between daytime and nighttime, inducing a change in the daily mean surface temperature that can reach several degrees over large areas. This asymmetrical response to thermal inertia is shown to be due to the diurnal contrast of the stability state of the atmospheric boundary layer. Thermal inertia in dry regions plays a critical role on both DTR and surface mean temperature and needs to be carefully represented in land surface models.",,,,,"Dufresne, Jean-Louis/I-5616-2015","Dufresne, Jean-Louis/0000-0003-4764-9600",,,,,,,,,,,,,0094-8276,1944-8007,,,,SEP 28,2015,42,18,,,,,7572,7580,,10.1002/2015GL065553,http://dx.doi.org/10.1002/2015GL065553,,,,,,,,,,,,,WOS:000363412400042,View Full Record in Web of Science
J,"Hoglind, M; Hanslin, HM; Mortensen, LM",,,,"Hoglind, Mats; Hanslin, Hans M.; Mortensen, Leiv M.",,,Photosynthesis of Lolium perenne L. at low temperatures under low irradiances,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,,,,,,,,,,,,"To develop mechanistic models for winter survival of grasses under climate change, more knowledge is needed of photosynthetic activity at low irradiance and temperature. Photosynthetic activity of small stands of Lolium perenne was continuously studied for up to two weeks under low photosynthetic photon flux density (PPFD) in the air temperature range from -3 degrees C to +9 degrees C. The photosynthetic rate of plants growing at 2, 6 and 9 degrees C was similar at 120 mu mol m(-2) s(-1) PPFD but the rate increased with increasing PPFD at all temperatures, particularly 9 degrees C. Light saturation of photosynthesis was reached at approx. 300 mu mol m(-2) s(-1) at 2 and 6 degrees C, and at approx. 600 mu mol m(-2) s(-1) at 9 degrees C. At 300 mu mol m(-2) s(-1), the CO2 exchange rate (CER) at 2 degrees C was approx. 60% of that at 9 degrees C. When the temperature increased gradually from 0 degrees C at start to +5 degrees C at the end of the 8-h photoperiod, CER decreased by about 20% compared with that at constant 5 degrees C. Changing the temperature from constant +5 degrees C to a diurnal variation between -2 and +2 degrees C gradually decreased daytime CER to approx. 10% after five days, partly due to leaf area losses (similar to 50% loss) when the poorly acclimatised plants were exposed to frost. At start of the photoperiod at -2 degrees C CER was negative, but became slightly positive when temperature exceeded -1 degrees C after two hours. Total daily photosynthesis was negative due to night-time respiration in this treatment. Soil heating to avoid freezing when the diurnal air temperature fluctuated between -3 and +3 degrees C had no effect on CER at this low PPFD level (150 mu mol m(-2) s(-1)). In contrast to the -2/+2 degrees C treatment, total daily photosynthesis was slightly positive in the -3/+3 degrees C treatment, where the plants were better acclimatised to frost. Increasing the CO2 concentration from 350 to 600 mu mol mol(-1) had no effect on CER at 2 and 6 degrees C, but increased it by 20% at 9 degrees C. The data indicate that the minimum temperature for photosynthesis in the cultivar studied is about -4 degrees C. The results can be applied in different photosynthesis models. (C) 2010 Elsevier B.V. All rights reserved.",,,,,"Höglind, Mats/AAT-1998-2021; Hanslin, Hans Martin/E-3048-2016","Hanslin, Hans Martin/0000-0002-3224-2368; Hoglind, Mats/0000-0002-7474-8789",,,,,,,,,,,,,0098-8472,1873-7307,,,,FEB,2011,70,2-3,,,,,297,304,,10.1016/j.envexpbot.2010.10.007,http://dx.doi.org/10.1016/j.envexpbot.2010.10.007,,,,,,,,,,,,,WOS:000285814500028,View Full Record in Web of Science
J,"Ayo, JO; Ogbuagu, NE; Toluhi, CA; Abdullahi, US; Ramon-Yusuf, SB",,,,"Ayo, Joseph Olusegun; Ogbuagu, Ngozi Ejum; Toluhi, Charles Ayokanmi; Abdullahi, Usman Sheikh; Ramon-Yusuf, Suleiman Babatunde",,,Diurnal and seasonal fluctuations in cloacal temperature in helmeted guinea-fowl (Numida meleagris) and the effect of ascorbic acid,BIOLOGICAL RHYTHM RESEARCH,,,,,,,,,,,,"The study evaluated ascorbic acid (AA) effects on diurnal fluctuations in cloacal temperature (CT) in guinea-fowls. Twenty guinea-fowls were each assigned to two groups: Group I was administered with distilled water and Group II was treated daily with AA (50 mg/kg) orally. Measurements of dry-bulb temperature (DBT) and relative humidity (RH), to obtain temperature-humidity index (THI), and CT of each guinea-fowl were taken concurrently in the pen thrice a day for 3 days, 1 week apart, during the rainy, cold-dry (harmattan) and hot-dry seasons. Values of THI during the rainy (26.16 +/- 0.36) and hot-dry (28.50 +/- 1.11) seasons were above the thermoneutral zone for avian species (21), indicating that the guinea-fowls were exposed to heat stress in the seasons. Values of CT were higher (P < 0.05) in controls than experimental guinea-fowls (rainy, 42.17 +/- 0.06 vs 42.04 +/- 0.08; hot-dry, 42.78 +/- 0.11 vs 42.52 +/- 0.04 degrees C) and were outside the normal range for avian species. Administration of AA modulated CT fluctuations by decreasing the values in hot-dry season. In conclusion, the hot-dry season was the most stressful for guinea-fowls, and AA modulated considerably CT fluctuations during the season.",,,,,,,,,,,,,,,,,,,0929-1016,1744-4179,,,,OCT 3,2022,53,10,,,,,1550,1561,,10.1080/09291016.2021.1972261,http://dx.doi.org/10.1080/09291016.2021.1972261,,SEP 2021,,,,,,,,,,,WOS:000693528100001,View Full Record in Web of Science
